                                           The SAS System      10:10 Tuesday, September 14, 2010   1

                                         The FREQ Procedure

                                           Porfolio Date
 
                                                         Cumulative    Cumulative
                   port_date    Frequency     Percent     Frequency      Percent
                   19940614           2        0.00         19130        27.86  
                   19940615           4        0.01         19134        27.87  
                   19940616           5        0.01         19139        27.88  
                   19940617           1        0.00         19140        27.88  
                   19940619           8        0.01         19148        27.89  
                   19940620           2        0.00         19150        27.89  
                   19940621           6        0.01         19156        27.90  
                   19940622          11        0.02         19167        27.92  
                   19940623          10        0.01         19177        27.93  
                   19940624           2        0.00         19179        27.94  
                   19940626           6        0.01         19185        27.94  
                   19940627           7        0.01         19192        27.96  
                   19940628           6        0.01         19198        27.96  
                   19940629           1        0.00         19199        27.97  
                   19940630          25        0.04         19224        28.00  
                   19940701           2        0.00         19226        28.00  
                   19940704           6        0.01         19232        28.01  
                   19940705           1        0.00         19233        28.01  
                   19940706           3        0.00         19236        28.02  
                   19940707           3        0.00         19239        28.02  
                   19940708           5        0.01         19244        28.03  
                   19940710           4        0.01         19248        28.04  
                   19940711           3        0.00         19251        28.04  
                   19940712           8        0.01         19259        28.05  
                   19940713           4        0.01         19263        28.06  
                   19940715           1        0.00         19264        28.06  
                   19940717           2        0.00         19266        28.06  
                   19940718           2        0.00         19268        28.07  
                   19940719           4        0.01         19272        28.07  
                   19940720           5        0.01         19277        28.08  
                   19940721           9        0.01         19286        28.09  
                   19940722           1        0.00         19287        28.09  
                   19940724           3        0.00         19290        28.10  
                   19940725           6        0.01         19296        28.11  
                   19940726           4        0.01         19300        28.11  
                   19940727           2        0.00         19302        28.12  
                   19940729           3        0.00         19305        28.12  
                   19940731          10        0.01         19315        28.13  
                   19940801           5        0.01         19320        28.14  
                   19940802           6        0.01         19326        28.15  
                   19940803           8        0.01         19334        28.16  
                   19940804           7        0.01         19341        28.17  
                   19940805           3        0.00         19344        28.18  
                   19940807           4        0.01         19348        28.18  
                   19940808           5        0.01         19353        28.19  
                   19940809           4        0.01         19357        28.20  
                   19940810           5        0.01         19362        28.20  
                   19940811           2        0.00         19364        28.21  
                   19940812           1        0.00         19365        28.21  
                   19940814           4        0.01         19369        28.21  
                   19940815           6        0.01         19375        28.22  
                   19940816           2        0.00         19377        28.22  
                   19940817           7        0.01         19384        28.23  
                   19940818           8        0.01         19392        28.25  
                   19940819           3        0.00         19395        28.25  
                   19940821           4        0.01         19399        28.26  
                   19940822           5        0.01         19404        28.26  
                   19940823           5        0.01         19409        28.27  
                   19940824           3        0.00         19412        28.28  
                   19940825           5        0.01         19417        28.28  
                   19940826           1        0.00         19418        28.28  
                   19940828           1        0.00         19419        28.29  
                   19940829           3        0.00         19422        28.29  
                   19940830           1        0.00         19423        28.29  
                   19940831          19        0.03         19442        28.32  
                   19940901           6        0.01         19448        28.33  
                   19940905           1        0.00         19449        28.33  
                   19940906           3        0.00         19452        28.33  
                   19940907           1        0.00         19453        28.34  
                   19940908           8        0.01         19461        28.35  
                   19940909           2        0.00         19463        28.35  
                   19940911           4        0.01         19467        28.36  
                   19940912           4        0.01         19471        28.36  
                   19940913           5        0.01         19476        28.37  
                   19940914          12        0.02         19488        28.39  
                   19940915           6        0.01         19494        28.39  
                   19940916           4        0.01         19498        28.40  
                   19940918           1        0.00         19499        28.40  
                   19940919           4        0.01         19503        28.41  
                   19940920           3        0.00         19506        28.41  
                   19940921           4        0.01         19510        28.42  
                   19940922           3        0.00         19513        28.42  
                   19940923           1        0.00         19514        28.42  
                   19940925           3        0.00         19517        28.43  
                   19940926           3        0.00         19520        28.43  
                   19940928           3        0.00         19523        28.44  
                   19940929          12        0.02         19535        28.45  
                   19940930          12        0.02         19547        28.47  
                   19941002          27        0.04         19574        28.51  
                   19941003           1        0.00         19575        28.51  
                   19941004           3        0.00         19578        28.52  
                   19941005           2        0.00         19580        28.52  
                   19941006           3        0.00         19583        28.52  
                   19941007           1        0.00         19584        28.53  
                   19941010           1        0.00         19585        28.53  
                   19941011           4        0.01         19589        28.53  
                   19941012          10        0.01         19599        28.55  
                   19941013          11        0.02         19610        28.56  
                   19941016           4        0.01         19614        28.57  
                   19941017           4        0.01         19618        28.58  
                   19941018           4        0.01         19622        28.58  
                   19941019           8        0.01         19630        28.59  
                   19941020           5        0.01         19635        28.60  
                   19941021           1        0.00         19636        28.60  
                   19941023           5        0.01         19641        28.61  
                   19941024           7        0.01         19648        28.62  
                   19941026           4        0.01         19652        28.63  
                   19941027           5        0.01         19657        28.63  
                   19941028           2        0.00         19659        28.64  
                   19941030           5        0.01         19664        28.64  
                   19941031          17        0.02         19681        28.67  
                   19941101           4        0.01         19685        28.67  
                   19941102           2        0.00         19687        28.68  
                   19941103           5        0.01         19692        28.68  
                   19941104           1        0.00         19693        28.68  
                   19941106           2        0.00         19695        28.69  
                   19941107           3        0.00         19698        28.69  
                   19941108           5        0.01         19703        28.70  
                   19941109           8        0.01         19711        28.71  
                   19941110          10        0.01         19721        28.73  
                   19941113          10        0.01         19731        28.74  
                   19941114           4        0.01         19735        28.75  
                   19941115           7        0.01         19742        28.76  
                   19941116           7        0.01         19749        28.77  
                   19941117           4        0.01         19753        28.77  
                   19941120           5        0.01         19758        28.78  
                   19941121           1        0.00         19759        28.78  
                   19941122           7        0.01         19766        28.79  
                   19941123           1        0.00         19767        28.79  
                   19941124           2        0.00         19769        28.80  
                   19941125           1        0.00         19770        28.80  
                   19941127           3        0.00         19773        28.80  
                   19941128           6        0.01         19779        28.81  
                   19941129          15        0.02         19794        28.83  
                   19941130          25        0.04         19819        28.87  
                   19941201           6        0.01         19825        28.88  
                   19941202           1        0.00         19826        28.88  
                   19941204           1        0.00         19827        28.88  
                   19941205           3        0.00         19830        28.88  
                   19941206          11        0.02         19841        28.90  
                   19941207           9        0.01         19850        28.91  
                   19941208           7        0.01         19857        28.92  
                   19941209           2        0.00         19859        28.93  
                   19941211           9        0.01         19868        28.94  
                   19941212           5        0.01         19873        28.95  
                   19941213          10        0.01         19883        28.96  
                   19941214           3        0.00         19886        28.97  
                   19941215           8        0.01         19894        28.98  
                   19941216           4        0.01         19898        28.98  
                   19941218           4        0.01         19902        28.99  
                   19941219           5        0.01         19907        29.00  
                   19941220           6        0.01         19913        29.01  
                   19941221           8        0.01         19921        29.02  
                   19941222           4        0.01         19925        29.02  
                   19941223           2        0.00         19927        29.03  
                   19941226          12        0.02         19939        29.04  
                   19941227           4        0.01         19943        29.05  
                   19941228           7        0.01         19950        29.06  
                   19941229           6        0.01         19956        29.07  
                   19941230           8        0.01         19964        29.08  
                   19950102          33        0.05         19997        29.13  
                   19950103           7        0.01         20004        29.14  
                   19950104           5        0.01         20009        29.15  
                   19950105           4        0.01         20013        29.15  
                   19950106           4        0.01         20017        29.16  
                   19950108           1        0.00         20018        29.16  
                   19950109           7        0.01         20025        29.17  
                   19950110           7        0.01         20032        29.18  
                   19950111           6        0.01         20038        29.19  
                   19950112           9        0.01         20047        29.20  
                   19950113           2        0.00         20049        29.20  
                   19950115           1        0.00         20050        29.20  
                   19950116           1        0.00         20051        29.21  
                   19950117           6        0.01         20057        29.22  
                   19950118           4        0.01         20061        29.22  
                   19950119           1        0.00         20062        29.22  
                   19950120           4        0.01         20066        29.23  
                   19950122           6        0.01         20072        29.24  
                   19950123           3        0.00         20075        29.24  
                   19950124           4        0.01         20079        29.25  
                   19950125           8        0.01         20087        29.26  
                   19950126          10        0.01         20097        29.27  
                   19950127           6        0.01         20103        29.28  
                   19950129           3        0.00         20106        29.29  
                   19950130           2        0.00         20108        29.29  
                   19950131          26        0.04         20134        29.33  
                   19950201           5        0.01         20139        29.33  
                   19950202           2        0.00         20141        29.34  
                   19950205           6        0.01         20147        29.35  
                   19950206           5        0.01         20152        29.35  
                   19950207           6        0.01         20158        29.36  
                   19950208          15        0.02         20173        29.38  
                   19950209           9        0.01         20182        29.40  
                   19950212           3        0.00         20185        29.40  
                   19950213           2        0.00         20187        29.40  
                   19950214           6        0.01         20193        29.41  
                   19950215           5        0.01         20198        29.42  
                   19950216           2        0.00         20200        29.42  
                   19950217           1        0.00         20201        29.42  
                   19950220           4        0.01         20205        29.43  
                   19950221           3        0.00         20208        29.43  
                   19950222           6        0.01         20214        29.44  
                   19950223           9        0.01         20223        29.46  
                   19950224           2        0.00         20225        29.46  
                   19950226           3        0.00         20228        29.46  
                   19950227           2        0.00         20230        29.47  
                   19950228          38        0.06         20268        29.52  
                   19950301           7        0.01         20275        29.53  
                   19950302           8        0.01         20283        29.54  
                   19950303           3        0.00         20286        29.55  
                   19950305           7        0.01         20293        29.56  
                   19950306           4        0.01         20297        29.56  
                   19950307           8        0.01         20305        29.58  
                   19950308           5        0.01         20310        29.58  
                   19950309           5        0.01         20315        29.59  
                   19950310           1        0.00         20316        29.59  
                   19950312           5        0.01         20321        29.60  
                   19950313           3        0.00         20324        29.60  
                   19950314           7        0.01         20331        29.61  
                   19950315           8        0.01         20339        29.63  
                   19950316           2        0.00         20341        29.63  
                   19950319           2        0.00         20343        29.63  
                   19950320           2        0.00         20345        29.63  
                   19950321           2        0.00         20347        29.64  
                   19950322           8        0.01         20355        29.65  
                   19950323           6        0.01         20361        29.66  
                   19950324           3        0.00         20364        29.66  
                   19950326           1        0.00         20365        29.66  
                   19950327           4        0.01         20369        29.67  
                   19950328           4        0.01         20373        29.68  
                   19950329           4        0.01         20377        29.68  
                   19950330           6        0.01         20383        29.69  
                   19950331           6        0.01         20389        29.70  
                   19950402          11        0.02         20400        29.71  
                   19950403           3        0.00         20403        29.72  
                   19950404           2        0.00         20405        29.72  
                   19950405           6        0.01         20411        29.73  
                   19950406           7        0.01         20418        29.74  
                   19950407           2        0.00         20420        29.74  
                   19950409           4        0.01         20424        29.75  
                   19950410           1        0.00         20425        29.75  
                   19950411           3        0.00         20428        29.76  
                   19950412           8        0.01         20436        29.77  
                   19950413           2        0.00         20438        29.77  
                   19950416          14        0.02         20452        29.79  
                   19950417           7        0.01         20459        29.80  
                   19950418           4        0.01         20463        29.81  
                   19950419           1        0.00         20464        29.81  
                   19950420           2        0.00         20466        29.81  
                   19950421           3        0.00         20469        29.82  
                   19950423           9        0.01         20478        29.83  
                   19950424           6        0.01         20484        29.84  
                   19950425           4        0.01         20488        29.84  
                   19950426          14        0.02         20502        29.86  
                   19950427           8        0.01         20510        29.87  
                   19950428          12        0.02         20522        29.89  
                   19950430          15        0.02         20537        29.91  
                   19950501           5        0.01         20542        29.92  
                   19950502           5        0.01         20547        29.93  
                   19950503           3        0.00         20550        29.93  
                   19950504           7        0.01         20557        29.94  
                   19950505           1        0.00         20558        29.94  
                   19950507           3        0.00         20561        29.95  
                   19950508           3        0.00         20564        29.95  
                   19950509           9        0.01         20573        29.97  
                   19950510           5        0.01         20578        29.97  
                   19950511           6        0.01         20584        29.98  
                   19950512           2        0.00         20586        29.99  
                   19950514           6        0.01         20592        29.99  
                   19950515           9        0.01         20601        30.01  
                   19950516           7        0.01         20608        30.02  
                   19950517           3        0.00         20611        30.02  
                   19950518           8        0.01         20619        30.03  
                   19950519           1        0.00         20620        30.04  
                   19950521          11        0.02         20631        30.05  
                   19950522           5        0.01         20636        30.06  
                   19950523           8        0.01         20644        30.07  
                   19950524          13        0.02         20657        30.09  
                   19950525          15        0.02         20672        30.11  
                   19950529           6        0.01         20678        30.12  
                   19950530           3        0.00         20681        30.12  
                   19950531          26        0.04         20707        30.16  
                   19950601           1        0.00         20708        30.16  
                   19950602           2        0.00         20710        30.17  
                   19950604           3        0.00         20713        30.17  
                   19950605           4        0.01         20717        30.18  
                   19950606           2        0.00         20719        30.18  
                   19950607           5        0.01         20724        30.19  
                   19950608           6        0.01         20730        30.20  
                   19950609           4        0.01         20734        30.20  
                   19950611           3        0.00         20737        30.21  
                   19950613           6        0.01         20743        30.21  
                   19950614           5        0.01         20748        30.22  
                   19950615           7        0.01         20755        30.23  
                   19950616           4        0.01         20759        30.24  
                   19950618           6        0.01         20765        30.25  
                   19950619           6        0.01         20771        30.26  
                   19950620           4        0.01         20775        30.26  
                   19950621          25        0.04         20800        30.30  
                   19950622           9        0.01         20809        30.31  
                   19950623           1        0.00         20810        30.31  
                   19950625           7        0.01         20817        30.32  
                   19950626           3        0.00         20820        30.33  
                   19950627           3        0.00         20823        30.33  
                   19950628           6        0.01         20829        30.34  
                   19950629          12        0.02         20841        30.36  
                   19950630          13        0.02         20854        30.38  
                   19950702          17        0.02         20871        30.40  
                   19950703           1        0.00         20872        30.40  
                   19950704           2        0.00         20874        30.41  
                   19950705          14        0.02         20888        30.43  
                   19950706           2        0.00         20890        30.43  
                   19950707           1        0.00         20891        30.43  
                   19950709           8        0.01         20899        30.44  
                   19950710           6        0.01         20905        30.45  
                   19950711           3        0.00         20908        30.45  
                   19950712           6        0.01         20914        30.46  
                   19950713           1        0.00         20915        30.46  
                   19950714           5        0.01         20920        30.47  
                   19950716           3        0.00         20923        30.48  
                   19950717           5        0.01         20928        30.48  
                   19950718           7        0.01         20935        30.49  
                   19950719          14        0.02         20949        30.51  
                   19950720           7        0.01         20956        30.52  
                   19950721           1        0.00         20957        30.53  
                   19950723           3        0.00         20960        30.53  
                   19950724           3        0.00         20963        30.53  
                   19950726           5        0.01         20968        30.54  
                   19950727           1        0.00         20969        30.54  
                   19950728           4        0.01         20973        30.55  
                   19950730           7        0.01         20980        30.56  
                   19950731          19        0.03         20999        30.59  
                   19950801           8        0.01         21007        30.60  
                   19950802          10        0.01         21017        30.61  
                   19950803           9        0.01         21026        30.63  
                   19950804           2        0.00         21028        30.63  
                   19950807           7        0.01         21035        30.64  
                   19950808           6        0.01         21041        30.65  
                   19950809           3        0.00         21044        30.65  
                   19950810           5        0.01         21049        30.66  
                   19950813           7        0.01         21056        30.67  
                   19950814           5        0.01         21061        30.68  
                   19950815           4        0.01         21065        30.68  
                   19950816          15        0.02         21080        30.71  
                   19950817           4        0.01         21084        30.71  
                   19950818           2        0.00         21086        30.71  
                   19950820           2        0.00         21088        30.72  
                   19950821           2        0.00         21090        30.72  
                   19950822           5        0.01         21095        30.73  
                   19950823           7        0.01         21102        30.74  
                   19950824          10        0.01         21112        30.75  
                   19950827           4        0.01         21116        30.76  
                   19950828           6        0.01         21122        30.77  
                   19950829           7        0.01         21129        30.78  
                   19950830           6        0.01         21135        30.79  
                   19950831          18        0.03         21153        30.81  
                   19950901           3        0.00         21156        30.82  
                   19950904           1        0.00         21157        30.82  
                   19950905           3        0.00         21160        30.82  
                   19950906           2        0.00         21162        30.82  
                   19950907           5        0.01         21167        30.83  
                   19950908           2        0.00         21169        30.83  
                   19950910           1        0.00         21170        30.84  
                   19950911           2        0.00         21172        30.84  
                   19950912           7        0.01         21179        30.85  
                   19950913           4        0.01         21183        30.86  
                   19950914           4        0.01         21187        30.86  
                   19950915           2        0.00         21189        30.86  
                   19950917           4        0.01         21193        30.87  
                   19950918           3        0.00         21196        30.87  
                   19950919           4        0.01         21200        30.88  
                   19950920           7        0.01         21207        30.89  
                   19950921           4        0.01         21211        30.90  
                   19950922           2        0.00         21213        30.90  
                   19950924           4        0.01         21217        30.90  
                   19950925           2        0.00         21219        30.91  
                   19950926           4        0.01         21223        30.91  
                   19950927           8        0.01         21231        30.93  
                   19950928           7        0.01         21238        30.94  
                   19950929           8        0.01         21246        30.95  
                   19951001          16        0.02         21262        30.97  
                   19951002          10        0.01         21272        30.98  
                   19951003           3        0.00         21275        30.99  
                   19951004           1        0.00         21276        30.99  
                   19951005           4        0.01         21280        31.00  
                   19951006           1        0.00         21281        31.00  
                   19951008           1        0.00         21282        31.00  
                   19951009           6        0.01         21288        31.01  
                   19951010           3        0.00         21291        31.01  
                   19951011           8        0.01         21299        31.02  
                   19951012           9        0.01         21308        31.04  
                   19951013           3        0.00         21311        31.04  
                   19951015           8        0.01         21319        31.05  
                   19951016           3        0.00         21322        31.06  
                   19951017           3        0.00         21325        31.06  
                   19951018           6        0.01         21331        31.07  
                   19951019           4        0.01         21335        31.08  
                   19951020           3        0.00         21338        31.08  
                   19951022           7        0.01         21345        31.09  
                   19951023           4        0.01         21349        31.10  
                   19951024           4        0.01         21353        31.10  
                   19951025           6        0.01         21359        31.11  
                   19951026          10        0.01         21369        31.13  
                   19951027           3        0.00         21372        31.13  
                   19951029           7        0.01         21379        31.14  
                   19951030           6        0.01         21385        31.15  
                   19951031          20        0.03         21405        31.18  
                   19951101           6        0.01         21411        31.19  
                   19951102           8        0.01         21419        31.20  
                   19951103           4        0.01         21423        31.20  
                   19951105           5        0.01         21428        31.21  
                   19951106           8        0.01         21436        31.22  
                   19951107           3        0.00         21439        31.23  
                   19951108           7        0.01         21446        31.24  
                   19951109           2        0.00         21448        31.24  
                   19951110           4        0.01         21452        31.25  
                   19951112           3        0.00         21455        31.25  
                   19951113           6        0.01         21461        31.26  
                   19951114           4        0.01         21465        31.27  
                   19951115           3        0.00         21468        31.27  
                   19951116           4        0.01         21472        31.28  
                   19951117           2        0.00         21474        31.28  
                   19951119           7        0.01         21481        31.29  
                   19951120           5        0.01         21486        31.30  
                   19951121           1        0.00         21487        31.30  
                   19951122           2        0.00         21489        31.30  
                   19951123           4        0.01         21493        31.31  
                   19951124           3        0.00         21496        31.31  
                   19951126           7        0.01         21503        31.32  
                   19951127           6        0.01         21509        31.33  
                   19951128           9        0.01         21518        31.34  
                   19951129           2        0.00         21520        31.35  
                   19951130          22        0.03         21542        31.38  
                   19951201           1        0.00         21543        31.38  
                   19951203           4        0.01         21547        31.39  
                   19951204           3        0.00         21550        31.39  
                   19951205           6        0.01         21556        31.40  
                   19951206           6        0.01         21562        31.41  
                   19951207           5        0.01         21567        31.41  
                   19951208           1        0.00         21568        31.42  
                   19951210           6        0.01         21574        31.42  
                   19951211           4        0.01         21578        31.43  
                   19951212           6        0.01         21584        31.44  
                   19951213           7        0.01         21591        31.45  
                   19951214           7        0.01         21598        31.46  
                   19951215           1        0.00         21599        31.46  
                   19951217           7        0.01         21606        31.47  
                   19951218           4        0.01         21610        31.48  
                   19951219          16        0.02         21626        31.50  
                   19951220          14        0.02         21640        31.52  
                   19951221           5        0.01         21645        31.53  
                   19951222           4        0.01         21649        31.53  
                   19951225           6        0.01         21655        31.54  
                   19951226           8        0.01         21663        31.55  
                   19951227           9        0.01         21672        31.57  
                   19951228           4        0.01         21676        31.57  
                   19951229          10        0.01         21686        31.59  
                   19960101          57        0.08         21743        31.67  
                   19960102          13        0.02         21756        31.69  
                   19960103           4        0.01         21760        31.70  
                   19960104           5        0.01         21765        31.70  
                   19960105           3        0.00         21768        31.71  
                   19960107           7        0.01         21775        31.72  
                   19960108           1        0.00         21776        31.72  
                   19960109           3        0.00         21779        31.72  
                   19960110           8        0.01         21787        31.73  
                   19960111           5        0.01         21792        31.74  
                   19960112           6        0.01         21798        31.75  
                   19960114           1        0.00         21799        31.75  
                   19960115           5        0.01         21804        31.76  
                   19960116           8        0.01         21812        31.77  
                   19960117           9        0.01         21821        31.78  
                   19960118           9        0.01         21830        31.80  
                   19960119           1        0.00         21831        31.80  
                   19960121           1        0.00         21832        31.80  
                   19960122           5        0.01         21837        31.81  
                   19960124           3        0.00         21840        31.81  
                   19960125           5        0.01         21845        31.82  
                   19960126           3        0.00         21848        31.82  
                   19960128           2        0.00         21850        31.83  
                   19960129           9        0.01         21859        31.84  
                   19960130           2        0.00         21861        31.84  
                   19960131          16        0.02         21877        31.87  
                   19960201           6        0.01         21883        31.87  
                   19960202           4        0.01         21887        31.88  
                   19960204           5        0.01         21892        31.89  
                   19960205           3        0.00         21895        31.89  
                   19960206           7        0.01         21902        31.90  
                   19960207           3        0.00         21905        31.91  
                   19960208           6        0.01         21911        31.92  
                   19960209           2        0.00         21913        31.92  
                   19960211           3        0.00         21916        31.92  
                   19960212           3        0.00         21919        31.93  
                   19960213           5        0.01         21924        31.93  
                   19960214           4        0.01         21928        31.94  
                   19960215           3        0.00         21931        31.94  
                   19960216           2        0.00         21933        31.95  
                   19960219           1        0.00         21934        31.95  
                   19960220           1        0.00         21935        31.95  
                   19960221           8        0.01         21943        31.96  
                   19960222           8        0.01         21951        31.97  
                   19960223           7        0.01         21958        31.98  
                   19960226           6        0.01         21964        31.99  
                   19960227           1        0.00         21965        31.99  
                   19960228           5        0.01         21970        32.00  
                   19960229          30        0.04         22000        32.05  
                   19960301           3        0.00         22003        32.05  
                   19960303           2        0.00         22005        32.05  
                   19960304           3        0.00         22008        32.06  
                   19960305           4        0.01         22012        32.06  
                   19960306           5        0.01         22017        32.07  
                   19960307           6        0.01         22023        32.08  
                   19960308           4        0.01         22027        32.08  
                   19960310           3        0.00         22030        32.09  
                   19960311           3        0.00         22033        32.09  
                   19960312           4        0.01         22037        32.10  
                   19960313           5        0.01         22042        32.11  
                   19960314           7        0.01         22049        32.12  
                   19960315           8        0.01         22057        32.13  
                   19960317           3        0.00         22060        32.13  
                   19960318           2        0.00         22062        32.14  
                   19960319           2        0.00         22064        32.14  
                   19960320           6        0.01         22070        32.15  
                   19960321           4        0.01         22074        32.15  
                   19960322           4        0.01         22078        32.16  
                   19960324           7        0.01         22085        32.17  
                   19960325           3        0.00         22088        32.17  
                   19960326           9        0.01         22097        32.19  
                   19960327           5        0.01         22102        32.19  
                   19960328           6        0.01         22108        32.20  
                   19960329           9        0.01         22117        32.22  
                   19960331          21        0.03         22138        32.25  
                   19960401           8        0.01         22146        32.26  
                   19960402           7        0.01         22153        32.27  
                   19960403           1        0.00         22154        32.27  
                   19960404           1        0.00         22155        32.27  
                   19960407           6        0.01         22161        32.28  
                   19960408           7        0.01         22168        32.29  
                   19960409           6        0.01         22174        32.30  
                   19960410           4        0.01         22178        32.30  
                   19960411           4        0.01         22182        32.31  
                   19960412           7        0.01         22189        32.32  
                   19960414           9        0.01         22198        32.33  
                   19960415           6        0.01         22204        32.34  
                   19960416           8        0.01         22212        32.35  
                   19960417           2        0.00         22214        32.36  
                   19960418           5        0.01         22219        32.36  
                   19960419           1        0.00         22220        32.37  
                   19960421           4        0.01         22224        32.37  
                   19960422           3        0.00         22227        32.38  
                   19960423           1        0.00         22228        32.38  
                   19960424           1        0.00         22229        32.38  
                   19960425           5        0.01         22234        32.39  
                   19960426           2        0.00         22236        32.39  
                   19960428           4        0.01         22240        32.39  
                   19960429           6        0.01         22246        32.40  
